PID,WEIGHT,VPSU,VSTRAT,SURVEYDATE,DURATION,AGE,RACETHNICITY,EDUC,EMPLOY,GENDER,HH01,HH25,HH612,HH1317,HH18OV,HHSIZE,INCOME,MARITAL,METRO,STATE,REGION9,Q1,Q2,Q3,Q3_rc,Q4,Q4_rc,Q5,Q6,Q7,Q8_1,Q8_2,Q9,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_2,Q16,Q17,Q20_1,Q20_1_rc,Q20_2,Q20_2_rc,Q21,Q21_rc
1005076,0.339098529,1,15,10/19/2019,5,55,1,12,1,1,0,0,0,0,1,1,12,5,1,IL,3,3,1,5,1:00:00,27,6:30:00,2,3,10,6,25,2,3,60,1,30,1,11,30,4,3,5,5,7,7,145,145
1005076,0.211189361,1,15,10/19/2019,5,55,1,12,1,1,0,0,0,0,1,1,12,5,1,IL,3,3,1,5,1:00:00,27,6:30:00,2,3,10,6,25,2,3,60,1,30,1,11,30,4,3,5,5,7,7,145,145
1005077,2.298055039,1,20,10/19/2019,5,54,1,5,6,1,0,0,0,0,2,2,8,1,1,PA,2,5,1,1,0:00:00,37,9:00:00,2,4,60,8,0,3,77,,,,1,8,0,6,6,6,6,0,0,167,167
1005077,2.478070491,1,20,10/19/2019,5,54,1,5,6,1,0,0,0,0,2,2,8,1,1,PA,2,5,1,1,0:00:00,37,9:00:00,2,4,60,8,0,3,77,,,,1,8,0,6,6,6,6,0,0,167,167
1005081,0.526821764,1,12,10/19/2019,3,30,1,12,1,1,0,0,0,0,1,1,10,5,1,NY,2,3,2,93,23:00:00,29,7:00:00,1,1,15,8,45,2,0,,0,,0,10,0,6,6,6,6,0,0,180,180
1005093,2.600691433,2,11,10/19/2019,3,22,1,11,1,2,0,0,0,0,4,4,16,5,1,NJ,2,1,1,2,0:15:00,26,6:15:00,2,0,0,6,0,3,2,60,2,60,1,1,30,4,5,5,5,0,0,150,150
1005093,1.440672662,2,11,10/19/2019,3,22,1,11,1,2,0,0,0,0,4,4,16,5,1,NJ,2,1,1,2,0:15:00,26,6:15:00,2,0,0,6,0,3,2,60,2,60,1,1,30,4,5,5,5,0,0,150,150
1005112,0.935860696,1,4,10/19/2019,11,61,2,9,1,1,0,0,0,0,2,3,5,5,1,TN,6,4,2,86,21:15:00,18,4:15:00,1,3,3,6,15,1,5,90,2,60,5,5,30,5,3,6,6,2,2,275,275
1005114,1.905613195,2,50,10/19/2019,10,58,1,9,6,1,0,0,0,0,2,2,9,1,0,TN,6,5,3,85,21:00:00,26,6:15:00,1,0,0,9,0,2,77,,,,0,8,0,6,5,6,6,3,3,260,260
1005114,1.94289244,2,50,10/19/2019,10,58,1,9,6,1,0,0,0,0,2,2,9,1,0,TN,6,5,3,85,21:00:00,26,6:15:00,1,0,0,9,0,2,77,,,,0,8,0,6,5,6,6,3,3,260,260
1005123,1.393765802,2,47,10/19/2019,15,58,1,9,6,1,0,0,0,0,2,2,10,1,0,MN,4,1,1,89,22:00:00,17,4:00:00,1,3,105,5,45,2,6,50,0,,3,4,4,3,2,5,5,3,3,130,130
1005124,0.313254052,2,26,10/19/2019,4,57,1,11,1,1,0,0,0,0,2,2,12,1,1,CO,8,2,1,90,22:15:00,29,7:00:00,1,1,10,9,98,2,1,20,0,,0,8,98,4,2,6,6,6,6,250,250
1005131,1.999765174,2,4,10/19/2019,9,66,1,8,5,1,0,0,0,0,2,2,11,1,0,KY,6,2,98,93,23:00:00,30,7:15:00,1,0,0,8,15,1,4,25,2,25,7,5,30,3,1,5,5,4,4,160,160
1005131,7.442253199,2,4,10/19/2019,9,66,1,8,5,1,0,0,0,0,2,2,11,1,0,KY,6,2,98,93,23:00:00,30,7:15:00,1,0,0,8,15,1,4,25,2,25,7,5,30,3,1,5,5,4,4,160,160
1005132,0.641509541,1,53,10/19/2019,7,54,1,10,2,1,0,0,0,0,2,2,11,1,1,AZ,8,2,3,95,23:30:00,27,6:30:00,1,3,30,6,30,2,3,30,1,30,0,5,0,5,1,5,5,8,8,200,200
1005132,0.632696514,1,53,10/19/2019,7,54,1,10,2,1,0,0,0,0,2,2,11,1,1,AZ,8,2,3,95,23:30:00,27,6:30:00,1,3,30,6,30,2,3,30,1,30,0,5,0,5,1,5,5,8,8,200,200
1005135,0.711525255,1,3,10/19/2019,7,43,1,10,6,2,0,0,0,0,2,2,7,1,1,FL,5,5,1,95,23:30:00,23,5:30:00,1,4,60,4,30,3,77,,,,0,1,40,6,4,5,5,5,5,138,138
1005135,0.459634104,1,3,10/19/2019,7,43,1,10,6,2,0,0,0,0,2,2,7,1,1,FL,5,5,1,95,23:30:00,23,5:30:00,1,4,60,4,30,3,77,,,,0,1,40,6,4,5,5,5,5,138,138
1005136,0.590816663,1,7,10/19/2019,3,41,4,13,1,1,0,0,0,0,1,1,8,5,1,OK,7,2,1,93,23:00:00,25,6:00:00,2,3,7,6,0,2,3,60,3,20,3,4,98,3,3,5,5,6,6,155,155
1005142,2.689642657,1,13,10/19/2019,5,26,4,9,1,1,0,0,0,0,2,2,9,5,1,CA,9,3,3,4,0:45:00,29,7:00:00,1,0,0,6,15,2,3,90,3,15,2,4,30,3,1,5,5,1,1,300,300
1005142,3.430605686,1,13,10/19/2019,5,26,4,9,1,1,0,0,0,0,2,2,9,5,1,CA,9,3,3,4,0:45:00,29,7:00:00,1,0,0,6,15,2,3,90,3,15,2,4,30,3,1,5,5,1,1,300,300
1005146,2.636492759,2,53,10/19/2019,6,69,4,10,5,2,0,0,0,0,2,2,13,3,1,CA,9,2,3,7,1:30:00,31,7:30:00,1,1,5,6,98,2,7,30,7,30,0,3,98,4,4,5,5,8,8,160,160
1005146,1.105760694,2,53,10/19/2019,6,69,4,10,5,2,0,0,0,0,2,2,13,3,1,CA,9,2,3,7,1:30:00,31,7:30:00,1,1,5,6,98,2,7,30,7,30,0,3,98,4,4,5,5,8,8,160,160
1005163,0.374267152,2,6,10/19/2019,7,61,2,13,1,1,0,0,0,0,3,3,10,3,1,TX,7,2,2,3,0:30:00,33,8:00:00,1,2,2,7,26,1,7,120,1,30,1,6,0,3,3,5,5,6,6,160,160
1005166,1.116474047,1,26,10/19/2019,5,62,2,12,1,2,0,0,0,2,3,5,14,1,1,AZ,8,2,1,85,21:00:00,20,4:45:00,1,1,2,7,43,1,6,60,1,30,1,3,0,4,2,5,5,4,4,142,142
1005166,1.194629084,1,26,10/19/2019,5,62,2,12,1,2,0,0,0,2,3,5,14,1,1,AZ,8,2,1,85,21:00:00,20,4:45:00,1,1,2,7,43,1,6,60,1,30,1,3,0,4,2,5,5,4,4,142,142
1005173,1.087278205,2,47,10/19/2019,5,49,1,10,1,2,0,0,0,0,1,1,6,3,0,NE,4,2,3,85,21:00:00,24,5:45:00,1,1,3,8,30,2,5,30,2,30,5,2,30,3,5,5,5,9,9,210,210
1005175,1.589463018,1,20,10/19/2019,6,41,4,10,1,2,0,0,1,1,2,5,17,1,1,DE,5,3,1,95,23:30:00,32,7:45:00,2,1,3,7,98,1,1,30,0,,0,12,98,1,1,5,5,5,5,200,200
1005176,1.13721935,1,5,10/19/2019,5,33,1,12,1,2,0,1,2,0,2,5,13,1,1,MI,3,2,2,95,23:30:00,33,8:00:00,1,8,8,8,22,2,7,360,1,30,0,4,0,3,3,5,5,6,6,144,144
1005183,0.554229348,2,50,10/19/2019,6,50,1,10,1,1,0,0,0,0,1,3,16,1,0,AR,7,2,3,95,23:30:00,20,4:45:00,1,4,10,5,0,1,7,60,3,30,7,4,0,4,7,5,5,10,10,182,182
1005183,0.878834358,2,50,10/19/2019,6,50,1,10,1,1,0,0,0,0,1,3,16,1,0,AR,7,2,3,95,23:30:00,20,4:45:00,1,4,10,5,0,1,7,60,3,30,7,4,0,4,7,5,5,10,10,182,182
1005190,0.327834103,2,14,10/19/2019,9,61,1,11,1,1,0,0,0,0,1,1,7,3,1,CA,9,4,3,6,1:15:00,36,8:45:00,1,0,0,7,30,2,2,30,0,,0,4,0,2,2,5,5,7,7,210,210
1005190,0.384976372,2,14,10/19/2019,9,61,1,11,1,1,0,0,0,0,1,1,7,3,1,CA,9,4,3,6,1:15:00,36,8:45:00,1,0,0,7,30,2,2,30,0,,0,4,0,2,2,5,5,7,7,210,210
1005195,0.230362609,2,2,10/19/2019,7,71,1,10,1,1,0,0,0,0,2,2,10,6,1,NC,5,3,3,94,23:15:00,31,7:30:00,2,4,10,8,0,1,3,45,2,30,3,12,98,5,1,6,6,2,2,220,220
1005195,0.339377379,2,2,10/19/2019,7,71,1,10,1,1,0,0,0,0,2,2,10,6,1,NC,5,3,3,94,23:15:00,31,7:30:00,2,4,10,8,0,1,3,45,2,30,3,12,98,5,1,6,6,2,2,220,220
1005205,0.361393325,1,26,10/19/2019,5,31,5,12,1,1,0,0,0,0,2,2,14,6,1,IL,3,4,3,93,23:00:00,41,10:00:00,2,3,10,10,50,3,0,,0,,0,12,0,3,4,5,5,10,10,175,175
1005212,1.130822537,2,41,10/19/2019,5,31,4,9,1,2,0,0,2,2,2,6,12,1,1,CA,9,2,3,44,22:45:00,29,7:00:00,1,1,10,7,30,1,1,60,1,60,0,8,0,2,7,5,5,0,0,180,180
1005212,1.680742096,2,41,10/19/2019,5,31,4,9,1,2,0,0,2,2,2,6,12,1,1,CA,9,2,3,44,22:45:00,29,7:00:00,1,1,10,7,30,1,1,60,1,60,0,8,0,2,7,5,5,0,0,180,180
1005214,3.885736535,2,46,10/19/2019,9,45,1,9,1,1,0,0,0,0,1,2,11,1,1,PA,2,2,1,83,20:30:00,37,9:00:00,1,2,2,12,30,1,5,120,3,60,0,3,98,3,6,6,6,2,2,218,218
1005214,2.632560905,2,46,10/19/2019,9,45,1,9,1,1,0,0,0,0,1,2,11,1,1,PA,2,2,1,83,20:30:00,37,9:00:00,1,2,2,12,30,1,5,120,3,60,0,3,98,3,6,6,6,2,2,218,218
1005221,0.805727923,1,10,10/19/2019,6,58,1,9,6,1,0,0,0,0,1,1,7,3,0,TN,6,3,1,89,22:00:00,29,7:00:00,1,0,15,8,15,1,5,30,5,30,0,12,98,6,7,6,6,1,1,325,325
1005224,0.46842463,1,31,10/19/2019,7,53,1,11,1,1,0,0,0,0,2,2,9,1,0,IN,3,4,2,85,21:00:00,29,7:00:00,2,4,60,6,0,3,2,60,1,90,0,10,98,3,1,5,5,9,9,208,208
1005224,0.687829802,1,31,10/19/2019,7,53,1,11,1,1,0,0,0,0,2,2,9,1,0,IN,3,4,2,85,21:00:00,29,7:00:00,2,4,60,6,0,3,2,60,1,90,0,10,98,3,1,5,5,9,9,208,208
1005225,1.703888362,2,20,10/19/2019,5,27,4,13,1,2,0,0,0,0,3,3,14,5,1,NJ,2,3,2,93,23:00:00,27,6:30:00,1,1,5,5,30,1,5,60,2,30,0,12,0,2,3,5,5,2,2,110,110
1005229,1.331128248,1,5,10/19/2019,4,44,1,9,1,2,0,0,0,0,3,3,11,1,1,MI,3,3,2,93,23:00:00,21,5:00:00,1,3,2,5,58,3,0,,0,,0,10,98,6,6,5,5,3,3,270,270
1005229,0.721989498,1,5,10/19/2019,4,44,1,9,1,2,0,0,0,0,3,3,11,1,1,MI,3,3,2,93,23:00:00,21,5:00:00,1,3,2,5,58,3,0,,0,,0,10,98,6,6,5,5,3,3,270,270
1005230,4.33855138,1,47,10/19/2019,4,61,1,9,1,2,0,0,0,0,1,2,11,1,1,IL,3,3,3,83,20:30:00,17,4:00:00,3,3,30,5,15,2,77,,,,98,4,98,4,4,5,5,7,7,165,165
1005241,0.288012242,2,7,10/19/2019,4,41,1,10,2,1,0,0,0,3,3,6,4,3,1,CA,9,3,2,93,23:00:00,30,7:15:00,2,5,5,8,0,1,1,60,1,5,1,12,0,6,5,6,6,0,0,290,290
1005241,0.729496603,2,7,10/19/2019,4,41,1,10,2,1,0,0,0,3,3,6,4,3,1,CA,9,3,2,93,23:00:00,30,7:15:00,2,5,5,8,0,1,1,60,1,5,1,12,0,6,5,6,6,0,0,290,290
1005250,3.108819844,1,47,10/19/2019,6,50,1,9,6,2,0,0,0,0,1,1,4,3,0,IL,3,3,3,91,22:30:00,35,8:30:00,1,1,3,10,98,1,5,20,1,15,0,6,98,6,6,5,5,3,3,215,215
1005251,0.331031943,2,3,10/19/2019,4,27,2,10,1,2,0,0,0,0,3,3,5,5,1,AL,6,1,1,1,0:00:00,26,6:15:00,3,3,5,6,10,3,5,30,2,20,0,4,98,1,1,5,5,9,9,235,235
1005251,0.90362585,2,3,10/19/2019,4,27,2,10,1,2,0,0,0,0,3,3,5,5,1,AL,6,1,1,1,0:00:00,26,6:15:00,3,3,5,6,10,3,5,30,2,20,0,4,98,1,1,5,5,9,9,235,235
1005252,0.607862046,2,27,10/19/2019,5,31,1,14,1,2,0,0,0,0,1,1,14,5,1,MO,4,3,1,95,23:30:00,21,5:00:00,2,1,15,5,15,2,5,25,3,45,1,12,98,2,3,5,5,8,8,162,162
1005252,0.274103952,2,27,10/19/2019,5,31,1,14,1,2,0,0,0,0,1,1,14,5,1,MO,4,3,1,95,23:30:00,21,5:00:00,2,1,15,5,15,2,5,25,3,45,1,12,98,2,3,5,5,8,8,162,162
1005263,0.948237981,2,5,10/19/2019,12,42,4,14,1,1,0,0,0,0,2,2,2,4,1,IN,3,4,2,43,22:30:00,31,7:30:00,1,98,998,9,0,2,2,30,3,4,5,1,30,7,1,5,5,4,4,140,140
1005270,0.614936248,1,31,10/19/2019,5,22,2,10,4,2,0,0,0,0,3,3,8,5,0,IN,3,3,2,2,0:15:00,38,9:15:00,2,1,10,8,45,2,2,30,0,,1,11,45,4,3,5,5,4,4,137,137
1005270,0.882168596,1,31,10/19/2019,5,22,2,10,4,2,0,0,0,0,3,3,8,5,0,IN,3,3,2,2,0:15:00,38,9:15:00,2,1,10,8,45,2,2,30,0,,1,11,45,4,3,5,5,4,4,137,137
1005271,3.254259858,1,30,10/19/2019,6,45,5,11,1,2,0,0,0,0,2,2,16,1,1,NC,5,2,2,87,21:30:00,29,7:00:00,2,3,10,8,50,3,0,,0,,0,13,0,2,3,5,5,6,6,125,125
1005274,1.328047853,1,16,10/19/2019,3,57,1,9,6,1,0,0,0,0,3,6,3,5,1,MD,5,5,3,5,1:00:00,27,6:30:00,3,3,60,5,0,2,77,,,,0,16,0,6,6,5,5,11,11,460,460
1005274,3.506657199,1,16,10/19/2019,3,57,1,9,6,1,0,0,0,0,3,6,3,5,1,MD,5,5,3,5,1:00:00,27,6:30:00,3,3,60,5,0,2,77,,,,0,16,0,6,6,5,5,11,11,460,460
1005289,0.531562497,2,50,10/19/2019,6,38,1,11,1,1,0,0,0,0,2,2,15,1,1,LA,7,3,1,91,22:30:00,23,5:30:00,1,1,2,7,0,1,6,60,2,30,1,8,30,1,1,6,6,0,0,188,188
1005296,0.508696993,2,31,10/19/2019,5,48,1,10,2,1,0,1,0,0,4,5,18,3,1,WI,3,3,2,1,0:00:00,29,7:00:00,1,0,0,7,30,2,2,30,0,,0,5,0,2,2,6,6,3,3,320,320
1005299,0.634924196,1,22,10/19/2019,6,38,2,13,1,2,0,0,0,0,1,1,9,5,1,GA,5,3,1,1,0:00:00,31,7:30:00,2,2,30,5,30,3,2,15,0,,0,3,0,3,6,5,5,4,4,138,138
1005310,2.376288126,2,44,10/19/2019,4,48,1,9,1,1,0,0,0,1,3,4,15,1,1,NJ,2,4,3,9,2:00:00,45,11:00:00,2,0,0,8,0,3,0,,0,,0,10,0,7,7,5,5,11,11,255,255
1005310,5.087286035,2,44,10/19/2019,4,48,1,9,1,1,0,0,0,1,3,4,15,1,1,NJ,2,4,3,9,2:00:00,45,11:00:00,2,0,0,8,0,3,0,,0,,0,10,0,7,7,5,5,11,11,255,255
1005312,1.3347281,1,27,10/19/2019,5,73,1,11,5,2,0,0,0,0,2,2,14,1,1,MN,4,2,3,93,23:00:00,31,7:30:00,1,2,90,7,0,1,4,40,0,,0,6,98,6,3,5,5,7,7,147,147
1005312,1.214315107,1,27,10/19/2019,5,73,1,11,5,2,0,0,0,0,2,2,14,1,1,MN,4,2,3,93,23:00:00,31,7:30:00,1,2,90,7,0,1,4,40,0,,0,6,98,6,3,5,5,7,7,147,147
1005320,0.781209842,2,47,10/19/2019,4,51,1,12,1,1,0,0,1,1,2,4,12,1,0,MN,4,2,1,91,22:30:00,30,7:15:00,1,2,2,8,98,1,4,30,2,30,0,5,0,3,3,4,4,11,11,123,123
1005324,0.549615371,2,15,10/19/2019,15,47,1,10,1,1,0,0,0,0,5,5,8,3,1,IL,3,2,2,1,0:00:00,25,6:00:00,1,1,10,6,0,3,6,75,6,40,6,9,98,1,6,5,5,4,4,190,190
1005324,0.455162756,2,15,10/19/2019,15,47,1,10,1,1,0,0,0,0,5,5,8,3,1,IL,3,2,2,1,0:00:00,25,6:00:00,1,1,10,6,0,3,6,75,6,40,6,9,98,1,6,5,5,4,4,190,190
1005326,0.415304355,2,47,10/19/2019,6,50,1,10,2,1,0,0,0,0,1,2,11,1,0,NE,4,3,3,92,22:45:00,24,5:45:00,1,0,0,6,0,2,6,39,0,,0,10,0,2,5,6,6,0,0,220,220
1005328,1.318140155,2,32,10/19/2019,9,22,1,10,7,2,0,0,0,1,2,3,8,5,1,TX,7,4,3,1,0:00:00,17,4:00:00,3,0,998,4,98,3,5,30,0,,0,3,98,2,7,5,5,3,3,185,185
1005329,1.001737499,2,8,10/19/2019,4,53,1,9,7,1,0,0,2,2,2,6,9,1,0,TX,7,3,3,92,22:45:00,28,6:45:00,2,1,6,6,0,1,3,3,0,,0,1,0,2,1,6,6,1,1,253,253
1005331,0.238149997,1,6,10/19/2019,3,26,2,10,1,2,0,0,0,0,1,1,6,3,1,NE,4,3,1,14,3:15:00,42,10:15:00,1,0,0,7,98,2,3,90,3,90,4,4,0,5,4,5,5,8,8,150,150
1005331,0.439641128,1,6,10/19/2019,3,26,2,10,1,2,0,0,0,0,1,1,6,3,1,NE,4,3,1,14,3:15:00,42,10:15:00,1,0,0,7,98,2,3,90,3,90,4,4,0,5,4,5,5,8,8,150,150
1005332,0.22044977,1,29,10/19/2019,7,53,1,11,1,1,0,0,0,0,1,5,12,1,1,FL,5,3,3,95,23:30:00,29,7:00:00,2,4,30,7,0,2,1,25,0,,0,4,98,3,3,5,5,9,9,170,170
1005348,0.65835917,1,28,10/19/2019,7,48,1,12,1,1,0,0,0,0,2,2,5,1,1,OH,3,2,3,5,1:00:00,25,6:00:00,2,0,0,5,98,2,2,30,0,,0,5,98,2,4,5,5,11,11,188,188
1005353,0.288064536,2,4,10/19/2019,7,36,2,11,2,2,0,0,1,5,2,6,3,6,1,TN,6,3,1,7,1:30:00,30,7:15:00,1,1,5,6,15,2,3,30,0,,0,20,98,2,5,5,5,2,2,169,169
1005353,0.615614443,2,4,10/19/2019,7,36,2,11,2,2,0,0,1,5,2,6,3,6,1,TN,6,3,1,7,1:30:00,30,7:15:00,1,1,5,6,15,2,3,30,0,,0,20,98,2,5,5,5,2,2,169,169
1005362,0.576624931,1,8,10/19/2019,15,59,1,10,1,1,0,0,0,0,2,2,11,3,1,CO,8,3,3,1,0:00:00,41,10:00:00,2,2,10,9,0,2,3,20,0,,0,9,0,4,4,6,6,1,1,250,250
1005371,3.886824279,2,53,10/19/2019,5,42,5,8,1,1,0,2,0,0,2,4,7,1,1,OR,9,3,1,93,23:00:00,20,4:45:00,1,4,40,5,5,2,3,60,1,120,0,3,0,4,7,5,5,8,8,165,165
1005371,3.124822925,2,53,10/19/2019,5,42,5,8,1,1,0,2,0,0,2,4,7,1,1,OR,9,3,1,93,23:00:00,20,4:45:00,1,4,40,5,5,2,3,60,1,120,0,3,0,4,7,5,5,8,8,165,165
1005372,1.278918726,2,6,10/19/2019,4,27,4,9,1,1,0,1,0,2,2,5,11,6,1,LA,7,2,1,83,20:30:00,17,4:00:00,2,0,0,7,30,2,5,60,5,60,5,3,98,3,2,5,5,7,7,165,165
1005372,3.245060954,2,6,10/19/2019,4,27,4,9,1,1,0,1,0,2,2,5,11,6,1,LA,7,2,1,83,20:30:00,17,4:00:00,2,0,0,7,30,2,5,60,5,60,5,3,98,3,2,5,5,7,7,165,165
1005379,2.363059678,1,1,10/19/2019,4,27,1,3,6,2,0,1,0,0,2,3,15,1,1,CT,1,5,1,91,22:30:00,29,7:00:00,3,3,15,7,45,2,0,,0,,0,3,30,6,6,5,5,1,1,140,140
1005380,0.945090277,2,1,10/19/2019,6,38,4,13,1,1,0,1,0,0,2,3,14,5,1,PA,2,2,2,94,23:15:00,28,6:45:00,2,0,0,7,98,3,0,,3,85,0,12,98,4,7,5,5,11,11,198,198
1005387,0.543084554,2,3,10/19/2019,11,33,2,12,1,2,0,0,0,0,1,1,10,5,1,FL,5,3,1,91,22:30:00,32,7:45:00,3,2,10,8,30,2,1,45,0,,1,15,0,1,1,5,5,7,7,248,248
1005387,0.617013818,2,3,10/19/2019,11,33,2,12,1,2,0,0,0,0,1,1,10,5,1,FL,5,3,1,91,22:30:00,32,7:45:00,3,2,10,8,30,2,1,45,0,,1,15,0,1,1,5,5,7,7,248,248
1005392,1.760375698,2,44,10/19/2019,8,53,1,9,1,1,0,0,0,0,1,3,14,4,1,NY,2,3,3,93,23:00:00,37,9:00:00,3,4,5,9,0,2,0,,2,10,0,10,0,6,6,5,5,7,7,187,187
1005405,0.403783222,2,42,10/19/2019,3,33,4,12,1,1,0,0,0,0,2,2,8,1,1,GA,5,1,3,1,0:00:00,41,10:00:00,1,0,0,10,98,1,5,40,4,30,5,8,98,6,6,5,5,11,11,200,200
1005405,0.111116622,2,42,10/19/2019,3,33,4,12,1,1,0,0,0,0,2,2,8,1,1,GA,5,1,3,1,0:00:00,41,10:00:00,1,0,0,10,98,1,5,40,4,30,5,8,98,6,6,5,5,11,11,200,200
1005419,1.118507786,1,14,10/19/2019,8,63,1,12,5,2,0,0,0,0,1,1,11,3,1,CA,9,2,1,85,21:00:00,21,5:00:00,1,3,60,6,30,2,7,35,0,,0,9,98,2,5,5,5,2,2,139,139
1005421,1.414514711,2,50,10/19/2019,6,32,4,10,1,2,0,1,1,0,2,4,4,6,1,TX,7,3,3,4,0:45:00,34,8:15:00,2,0,30,7,40,3,4,20,2,20,2,4,98,4,4,5,5,7,7,180,180
1005421,2.087869565,2,50,10/19/2019,6,32,4,10,1,2,0,1,1,0,2,4,4,6,1,TX,7,3,3,4,0:45:00,34,8:15:00,2,0,30,7,40,3,4,20,2,20,2,4,98,4,4,5,5,7,7,180,180
1005423,0.540770059,1,6,10/19/2019,4,67,1,12,1,1,0,0,0,0,3,3,17,1,1,KS,4,3,3,1,0:00:00,21,5:00:00,1,0,0,5,98,3,7,25,1,90,0,3,98,3,4,5,5,10,10,225,225
1005424,1.153633439,1,1,10/19/2019,5,24,1,12,1,2,0,0,0,0,1,1,7,5,1,NY,2,2,2,91,22:30:00,31,7:30:00,1,1,15,8,45,2,3,60,2,30,1,8,0,1,3,5,5,7,7,136,136
1005425,0.384861196,1,49,10/19/2019,8,58,1,10,6,1,0,0,0,0,2,2,2,2,1,MI,3,4,2,44,22:45:00,28,6:45:00,3,2,20,6,20,2,3,240,2,240,0,9,30,5,3,5,5,11,11,285,285
1005425,0.668392695,1,49,10/19/2019,8,58,1,10,6,1,0,0,0,0,2,2,2,2,1,MI,3,4,2,44,22:45:00,28,6:45:00,3,2,20,6,20,2,3,240,2,240,0,9,30,5,3,5,5,11,11,285,285
1005428,0.61868487,1,6,10/19/2019,5,32,1,11,1,2,0,0,3,0,1,4,3,5,1,NE,4,3,2,81,20:00:00,44,10:45:00,2,4,45,14,45,3,7,45,6,45,6,2,30,3,2,5,5,5,5,155,155
1005429,0.57526821,1,6,10/19/2019,5,26,2,13,1,2,0,0,0,0,1,1,6,5,1,NC,5,1,1,15,3:30:00,43,10:30:00,1,1,5,6,50,1,6,40,3,40,2,12,0,3,3,5,5,2,2,167,167
1005429,1.098856115,1,6,10/19/2019,5,26,2,13,1,2,0,0,0,0,1,1,6,5,1,NC,5,1,1,15,3:30:00,43,10:30:00,1,1,5,6,50,1,6,40,3,40,2,12,0,3,3,5,5,2,2,167,167
1005434,0.257172794,2,31,10/19/2019,3,26,4,10,2,1,0,0,0,0,2,2,5,6,1,OH,3,2,3,6,1:15:00,40,9:45:00,1,5,25,8,5,2,0,,0,,0,10,98,4,4,6,6,2,2,195,195
1005434,0.31331945,2,31,10/19/2019,3,26,4,10,2,1,0,0,0,0,2,2,5,6,1,OH,3,2,3,6,1:15:00,40,9:45:00,1,5,25,8,5,2,0,,0,,0,10,98,4,4,6,6,2,2,195,195
1005437,1.044575522,1,47,10/19/2019,5,32,1,10,1,2,0,0,0,0,1,4,17,1,0,WI,3,1,1,81,20:00:00,25,6:00:00,1,3,28,9,42,2,3,30,2,60,1,5,0,4,1,5,5,4,4,145,145
1005445,0.418491496,2,4,10/19/2019,7,54,1,13,1,1,0,0,0,0,4,4,12,1,1,WV,5,3,2,1,0:00:00,29,7:00:00,2,1,20,6,30,2,2,120,2,45,0,8,30,5,3,6,6,1,1,235,235
1005445,0.499907628,2,4,10/19/2019,7,54,1,13,1,1,0,0,0,0,4,4,12,1,1,WV,5,3,2,1,0:00:00,29,7:00:00,2,1,20,6,30,2,2,120,2,45,0,8,30,5,3,6,6,1,1,235,235
1005448,2.099622626,1,50,10/19/2019,3,43,1,9,1,1,0,0,1,0,2,3,14,1,0,VA,5,2,2,90,22:15:00,33,8:00:00,1,0,0,9,45,1,7,60,3,30,4,5,98,2,7,6,6,98,1,235,235
1005448,3.61052431,1,50,10/19/2019,3,43,1,9,1,1,0,0,1,0,2,3,14,1,0,VA,5,2,2,90,22:15:00,33,8:00:00,1,0,0,9,45,1,7,60,3,30,4,5,98,2,7,6,6,98,1,235,235
1005449,0.465995486,1,1,10/19/2019,7,27,1,13,1,1,0,0,0,0,1,1,10,5,1,MA,1,2,1,95,23:30:00,34,8:15:00,1,1,3,7,45,1,1,30,1,5,1,2,0,3,1,5,5,10,10,185,185
1005451,0.867187807,2,53,10/19/2019,6,47,1,11,1,1,0,0,0,0,3,3,14,1,0,OR,9,3,2,83,20:30:00,23,5:30:00,1,2,10,8,50,2,0,,0,,0,4,30,3,3,6,6,5,5,300,300
1005451,0.865425414,2,53,10/19/2019,6,47,1,11,1,1,0,0,0,0,3,3,14,1,0,OR,9,3,2,83,20:30:00,23,5:30:00,1,2,10,8,50,2,0,,0,,0,4,30,3,3,6,6,5,5,300,300
1005456,1.221808427,2,14,10/19/2019,10,42,2,9,1,1,0,0,0,0,1,1,13,4,1,CA,9,4,2,90,22:15:00,33,8:00:00,1,1,2,9,30,1,0,,0,,0,7,98,3,2,5,5,7,7,225,225
1005456,4.036249513,2,14,10/19/2019,10,42,2,9,1,1,0,0,0,0,1,1,13,4,1,CA,9,4,2,90,22:15:00,33,8:00:00,1,1,2,9,30,1,0,,0,,0,7,98,3,2,5,5,7,7,225,225
1005458,0.671492186,1,25,10/19/2019,4,30,1,10,1,2,0,0,2,0,2,4,10,1,1,WA,9,3,3,93,23:00:00,30,7:15:00,1,1,5,8,10,3,0,,0,,4,10,98,6,6,5,5,3,3,165,165
1005458,0.303191388,1,25,10/19/2019,4,30,1,10,1,2,0,0,2,0,2,4,10,1,1,WA,9,3,3,93,23:00:00,30,7:15:00,1,1,5,8,10,3,0,,0,,4,10,98,6,6,5,5,3,3,165,165
1005461,0.542739739,1,2,10/19/2019,3,35,1,10,1,1,2,0,0,1,2,5,12,1,1,VA,5,3,1,83,20:30:00,17,4:00:00,1,1,2,8,98,2,4,30,4,30,4,1,0,3,3,5,5,8,8,220,220
1005462,0.849331043,1,6,10/19/2019,4,27,1,13,1,2,0,0,0,0,6,6,14,5,1,WI,3,2,1,89,22:00:00,27,6:30:00,3,2,120,6,17,1,1,60,2,45,2,12,0,4,3,5,5,8,8,220,220
